Review #,Brand,Variety,Style,Country,Stars,Top Ten,Review
2032.0,Kamfen,Noodle King Artificial Beef Soup Flavored,Bowl,Hong Kong,3.75,,2032.0
2031.0,Carjen,Otentiq Cheezy Curry Instant Noodles Improved Taste,Pack,Malaysia,5.0,,2031.0
2030.0,Myojo,Charumera Atyificial Tonkotsu Shouyu Flavor,Pack,Japan,3.75,,2030.0
2029.0,Singa-Me,Instant Noodles Beef Flavour,Cup,Australia,2.0,,2029.0
2028.0,Maruchan,Sopa Maruchan Sabor A Camaron Limon Y Habanero,Pack,Mexico,3.5,,2028.0
2027.0,Nissin,Shinshu Miso Ramen,Bowl,Japan,5.0,,2027.0
2026.0,Mykuali,Penang White Curry Authentic Taste Cup,Cup,Malaysia,4.75,,2026.0
2025.0,Urban Noodle,Authentic Street Food Chow Mein,Cup,United Kingdom,2.0,,2025.0
2024.0,Urban Noodle,Authentic Street Food Pad Thai,Cup,United Kingdom,2.5,,2024.0
2023.0,Urban Noodle,Authentic Street Food Black Bean,Cup,United Kingdom,0.0,,2023.0
2022.0,Urban Noodle,Authentic Street Food Thai Red Curry,Cup,United Kingdom,3.0,,2022.0
2021.0,Urban Noodle,Authentic Street Food Satay,Cup,United Kingdom,5.0,,2021.0
2020.0,Kang Shi Fu,Artificial Roasted Beef,Pack,China,3.5,,2020.0
2019.0,Acecook,Seabura Tonkotsu Ramen,Cup,Japan,3.75,,2019.0
2018.0,Pulmuone,Noodle With Spicy Oyster Soup,Pack,Korea South,4.0,,2018.0
2017.0,Samyang Foods,Honey  Cheese Big Bowl,Bowl,Korea South,0.0,,2017.0
2016.0,Great Value,Chicken Style Noodles With Vegetables,Cup,Canada,3.5,,2016.0
2015.0,E-Zee,Perisa Kari Mi Segera Improved Taste,Pack,Malaysia,5.0,,2015.0
2014.0,Oni Hot Pot,Ghost Pepper Noodle,Pack,Taiwan,4.5,,2014.0
2013.0,Great Value,Beef Style Ramen Noodles,Pack,Canada,3.5,,2013.0
2012.0,Mama,Vegetarian Instant Noodles Shiitake Flavour,Pack,Thailand,2.0,,2012.0
2011.0,Trident,2 Minute Laksa Flavour Noodles,Pack,Australia,2.0,,2011.0
2010.0,Mama,Rangers Snack Noodles Popcorn Flavour,Pack,Myanmar,3.75,,2010.0
2009.0,Conimex,Oriental Noodles Soto Ajam,Cup,Netherlands,3.0,,2009.0
2008.0,Sichuan Baijia,Hot Spicy Flavor Instant Vermicelli,Bowl,China,3.5,,2008.0
2007.0,Nongshim,Rice Fettucini Alfredo,Pack,United States,3.75,,2007.0
2006.0,Kamfen,Wonton Noodles Beef Flavour,Bowl,Hong Kong,3.75,,2006.0
2005.0,A-Sha Dry Noodle,Hakka Spicy Barbeque Sauce,Pack,Taiwan,4.5,,2005.0
2004.0,Nissin,Donbei Dashi Shoyu Yakiudon,Bowl,Japan,3.75,,2004.0
2003.0,Nissin,Raoh Rich Miso Flavor,Bowl,Japan,5.0,,2003.0
2002.0,Nissin,Cup Noodles Tom Yum Goong,Cup,Japan,3.8,,2002.0
2001.0,Nissin,Cup Noodle Big Seafood Clam Chowder,Cup,Japan,4.0,,2001.0
2000.0,Nissin,Chikin Ramen Donburi,Bowl,Japan,5.0,,2000.0
1999.0,Nissin,Curry Udon,Cup,Japan,5.0,,1999.0
1998.0,Nissin,Men Shokunin Shoyu,Bowl,Japan,5.0,,1998.0
1997.0,Nissin,Cup Noodle Vegeta Butakyabetsu Tonkotsu,Cup,Japan,4.3,,1997.0
1996.0,Nissin,Cup Noodle Pasta Style Tarako Spaghetti,Cup,Japan,4.0,,1996.0
1995.0,Nissin,Cup Noodle Big Cheese Mexican Chilli,Cup,Japan,5.0,,1995.0
1994.0,Nissin,Gyoretsunodekirumisenoramen Shrimp Tantanmen,Bowl,Japan,5.0,,1994.0
1993.0,Nissin,Raoh Tonkotsu,Pack,Japan,5.0,,1993.0
1992.0,Nissin,Cup Noodle Light Plus Ratatouille,Cup,Japan,4.5,,1992.0
1991.0,Nissin,Cup Noodle Milk Chikin Ramen,Cup,Japan,5.0,,1991.0
1990.0,Nissin,Cup Noodle,Cup,Japan,5.0,,1990.0
1989.0,Mykuali,Penang White Curry Noodle Authentic Taste,Pack,Malaysia,5.0,,1989.0
1988.0,Mama,Instant Noodles Chicken Soup Flavour,Pack,Myanmar,3.5,,1988.0
1987.0,Nissin,Yokohama Walker Iekei Ramen,Bowl,Japan,4.5,,1987.0
1986.0,A-Sha Dry Noodle,Quinoa Noodle With Oyster Sauce And Vegetables,Pack,Taiwan,4.25,,1986.0
1985.0,Prima Taste,Singapore Prawn Soup La Mian,Pack,Singapore,5.0,,1985.0
1984.0,Nissin,Chinese Tan Tan Vermicelli,Cup,Hong Kong,5.0,,1984.0
1983.0,Tokushima Seifun,Tokushima Ramen,Pack,Japan,4.0,,1983.0
1982.0,Master Kong,Assorted Pork Bone Noodle,Pack,China,4.0,,1982.0
1981.0,Mykuali,Penang Red Tom Yum Goong Noodle Authentic Taste,Pack,Malaysia,5.0,,1981.0
1980.0,Suimin,Noodles Witrh Prawn  Chicken Flavour,Cup,Australia,3.5,,1980.0
1979.0,Nissin,Big Cup Noodle Ajillo,Cup,Japan,3.0,,1979.0
1978.0,Carjen,Nyonya Curry Laksa Improved Taste,Pack,Malaysia,5.0,,1978.0
1977.0,Myori,Malaysia Penang Green Curry Vermicelli New Package,Pack,Malaysia,5.0,,1977.0
1976.0,Itsuki,Kumamoto Spicy Ramen,Pack,Japan,4.25,,1976.0
1975.0,Nissin,Soba Fried Noodles Classic,Pack,Germany,3.25,,1975.0
1974.0,Samyang Foods,Cheese Curry Ramyun,Pack,Korea South,5.0,,1974.0
1973.0,Nissin,Cup Noodles Sabor Calabresa,Pack,Brazil,4.25,,1973.0
1972.0,Doll,Spicy Flavour Instant Mifun,Pack,Hong Kong,2.75,,1972.0
1971.0,Fujiwara,Horse Crab Flavour Ramen,Pack,Japan,3.5,,1971.0
1970.0,Myori,Malaysia Penang Red Curry Noodle,Pack,Malaysia,5.0,,1970.0
1969.0,Nongshim,Noodle Soup Seasoned With Real Kimchi,Pack,United States,4.75,,1969.0
1968.0,Nissin,Top Ramen Chicken Flavor Ramen Noodle Soup New Packaging,Pack,United States,3.5,,1968.0
1967.0,Tokushima Seifun,Kinchan Ramen,Pack,Japan,4.5,,1967.0
1966.0,Wei Lih,Gge Noodle Snack Wheat Crackers Soy Sauce Ramen,Pack,Taiwan,3.75,,1966.0
1965.0,Mykuali,Penang Spicy Prawn Soup Noodle Authentic Taste,Pack,Malaysia,5.0,,1965.0
1964.0,Mama,Instant Noodles Coconut Milk Flavour,Pack,Myanmar,5.0,,1964.0
1963.0,Kabuto Noodles,Rice Noodles Vegetable Laksa,Cup,United Kingdom,3.75,,1963.0
1962.0,Kabuto Noodles,Rice Noodles Chicken Pho,Cup,United Kingdom,3.5,,1962.0
1961.0,Kabuto Noodles,Chicken Ramen,Cup,United Kingdom,4.25,,1961.0
1960.0,Kabuto Noodles,Chilli Chicken Ramen,Cup,United Kingdom,4.0,,1960.0
1959.0,Myojo,Charumera Shoyu Ramen,Pack,Japan,4.0,,1959.0
1958.0,Iburamen,Mi Goreng Bento Noodles In A Box Curry Masala Flavour,Tray,United States,4.0,,1958.0
1957.0,Mama,Cup Vegetarian Instant Noodles Tom Yum Flavour,Cup,Thailand,4.0,,1957.0
1956.0,Maruchan,Spicy Tomato Salsa Ramen,Cup,Japan,0.0,,1956.0
1955.0,Nissin,Raoh Ramen Noodle Soup Umami Soy Sauce Flavor,Pack,United States,4.75,,1955.0
1954.0,Koh Thai,Island Of Flavours Spicy Thai Chicken Instant Noodles Soup,Pack,Netherlands,2.0,,1954.0
1953.0,Prima Taste,Singapore Fish Soup La Mian,Pack,Singapore,5.0,,1953.0
1952.0,Ve Wong,Kungfu Brand Instant Oriental Noodle Soup Artificial Beef Flavor,Pack,Taiwan,3.75,,1952.0
1951.0,Nissin,Cup Noodles Ramen Noodle Soup Hearty Chicken Flavor New Package,Cup,United States,4.25,,1951.0
1950.0,Fujiwara,Red King Crab Flavour Ramen,Pack,Japan,4.0,,1950.0
1949.0,Bamee,Oriental Style Instant Noodles Shrimp Flavour Tom Yum,Pack,Thailand,3.5,,1949.0
1948.0,Sichuan Baijia,Artificial Pickled Cabbage Fish Flavor Instant Vermicelli,Pack,China,1.5,,1948.0
1947.0,Prima Taste,Singapore Laksa Wholegrain La Mian,Pack,Singapore,5.0,,1947.0
1946.0,Nissin,Raoh Shio Ramen,Pack,Japan,4.75,,1946.0
1945.0,Mama,Oriental Style Instant Noodles Masala Flavour,Pack,Bangladesh,3.5,,1945.0
1944.0,Wei Lih,Gge Noodle Snack Wheat Crackers Hot Spicy,Pack,Taiwan,5.0,,1944.0
1943.0,New Touch,Sugomen Niigata Seabura Shoyu Ramen,Bowl,Japan,5.0,,1943.0
1942.0,Ibumie,Always Mi Goreng Perisa Sambal Udang,Pack,Malaysia,3.5,,1942.0
1941.0,Unox,Good Noodles Tandoori,Pack,Netherlands,2.5,,1941.0
1940.0,Nissin,Cup Noodle Pasta Style Bolognese,Cup,Japan,5.0,,1940.0
1939.0,Mama,Instant Noodles Shrimp Creamy Tom Yum Flavour,Pack,Myanmar,5.0,,1939.0
1938.0,Nissin,Donbei Kamodashi Soba,Bowl,Japan,5.0,,1938.0
1937.0,Mama,Chicken Soup Flavour Cup Noodles,Cup,Myanmar,3.75,,1937.0
1936.0,Fortune,Rice Noodle Coconut Curry,Pack,United States,1.0,,1936.0
1935.0,Love Cook,Guanmiao Dried Noodles With Oleum Sesami,Pack,Taiwan,3.75,,1935.0
1934.0,Love Cook,Guanmiao Dried Noodles With Spicy Sauce,Pack,Taiwan,5.0,,1934.0
1933.0,Love Cook,Guanmiao Dried Noodles With Authentic Sauce,Pack,Taiwan,4.5,,1933.0
1932.0,Love Cook,Guanmiao Dried Noodles With Shallot Flavor,Pack,Taiwan,3.75,,1932.0
1931.0,Bonasia,Instant Noodles Chicken Flavour,Pack,Hungary,3.75,,1931.0
1930.0,Koh Thai,Island Of Flavours Lemongrass Instant Noodles Soup,Pack,Netherlands,0.25,,1930.0
1929.0,Mama,Instant Noodles Minced Pork Flavour,Pack,Cambodia,3.5,,1929.0
1928.0,Bamee,Instant Noodles Oriental Style Chicken Flavour,Pack,Thailand,3.0,,1928.0
1927.0,Marutai,Kogashi Megiiri Tonkotsu Kagoshima Ramen,Bowl,Japan,3.5,,1927.0
1926.0,Nissin,Bowl Noodles Hot  Spicy Chicken Flavor Less Sodium Ramen Noodle Soup,Bowl,United States,4.0,,1926.0
1925.0,Prima,Juzzs Mee Creamy Chicken Flavour,Pack,Singapore,5.0,,1925.0
1924.0,Sichuan Baijia,Broad Noodle Artificial Beef Flavor,Pack,China,3.5,,1924.0
1923.0,Conimex,Oriental Noodles Teriyaki,Cup,Netherlands,0.5,,1923.0
1922.0,Mie Sedaap,Instant Cup Mi Kuah Rasa Baso Spesial,Cup,Indonesia,1.5,,1922.0
1921.0,Nissin,Cup Noodles Ramen Noodle Soup Chicken Flavor New Package,Cup,United States,3.5,,1921.0
1920.0,Itsuki,Ramen Tonkotudou Kumamoto Noodles,Pack,Japan,0.75,,1920.0
1919.0,Maruchan,Shiroi Chikara Mochi Udon,Bowl,Japan,4.5,,1919.0
1918.0,Imee,Instant Noodles Chicken Flavour,Pack,Netherlands,3.5,,1918.0
1917.0,Iburamen,Mi Goreng Bento Noodles In A Box Hot Sweet  Sour Flavor,Tray,United States,0.25,,1917.0
1916.0,Nissin,Soba Fried Noodles Teriyaki,Pack,Germany,3.0,,1916.0
1915.0,Itsuki,Yuzu Sesame Sauce Udon,Bowl,Japan,4.5,,1915.0
1914.0,Prima,Juzzs Mee Curry Flavour,Pack,Singapore,5.0,,1914.0
1913.0,Thai Smile,Mushroom Rice Noodle Soup Bowl,Bowl,United States,0.0,,1913.0
1912.0,Mama,Instant Noodles Chicken Sichek Flavour,Pack,Myanmar,3.75,,1912.0
1911.0,Nissin,Emergency Chikin Ramen Cup Noodle,Cup,Japan,5.0,,1911.0
1910.0,Nissin,Chow Mein Pad Thai,Tray,United States,3.0,,1910.0
1909.0,Asia Gold,Instant Noodles With Chicken Flavouring,Pack,Hungary,3.5,,1909.0
1908.0,Nissin,Kuromayu Tonkotsu Kumamoto Ramen,Bowl,Japan,4.75,,1908.0
1907.0,Prima Taste,Singapore Curry Wholegrain La Mian,Pack,Singapore,5.0,,1907.0
1906.0,Vifon,Chicken Flavour Asian Style Instant Noodles,Pack,Vietnam,3.5,,1906.0
1905.0,Pirkka,Nuudeli Kana Nudlar Kyckling,Pack,Finland,3.5,,1905.0
1904.0,Bonasia,Instant Noodles Duck Flavour,Pack,Hungary,3.0,,1904.0
1903.0,Higashimaru,Tonkotsu Ramen,Pack,Japan,4.5,,1903.0
1902.0,Mama,Seafood Tom Yum Sichek Flavour,Pack,Myanmar,5.0,,1902.0
1901.0,Prima,Juzzs Mee Original Spicy Flavour,Pack,Singapore,5.0,,1901.0
1900.0,Ibumie,Always Mi Goreng Perisa Kari Kapitan,Pack,Malaysia,5.0,,1900.0
1899.0,Koh Thai,Island Of Flavours Thai Royal Shrimp Instant Noodles,Pack,Netherlands,1.5,,1899.0
1898.0,Master Kong,Spicy Fish Noodle,Bowl,China,3.0,,1898.0
1897.0,Nissin,Cup Noodle Massaman Curry,Cup,Japan,3.5,,1897.0
1896.0,Asia Gold,Instant Noodles Duck Flavour,Pack,Hungary,3.5,,1896.0
1895.0,Maruchan,Seimen Houjyun Koku Shoyu,Bowl,Japan,5.0,,1895.0
1894.0,Mama,Rangers Snack Noodles Bbq Flavour,Pack,Myanmar,2.75,,1894.0
1893.0,Nissin,Cup Noodle Sio,Cup,Japan,5.0,,1893.0
1892.0,Ottogi,Cheese Ramen,Pack,Korea South,4.0,,1892.0
1891.0,Nissin,Cup Noodles Homestyle Chicken,Cup,United States,3.5,,1891.0
1890.0,Kuriki,Beef Tongue Shio Mayo Ramen,Pack,Japan,4.5,,1890.0
1889.0,Mama,Rangers Snack Noodles Sour Cream Flavour,Pack,Myanmar,2.75,,1889.0
1888.0,Nissin,Cup Noodles Kyushu White Flavour,Cup,Singapore,3.5,,1888.0
1887.0,Myojo,Mee Poh Dry,Pack,Singapore,4.25,,1887.0
1886.0,Myojo,Chicken Abalone Flavour,Bowl,Singapore,3.75,,1886.0
1885.0,Myojo,Ramen Char Mee 100,Pack,Singapore,3.0,,1885.0
1884.0,Myojo,La Ramen Spicy Mushroom Flavour Big Bowl,Bowl,Singapore,4.5,,1884.0
1883.0,Myojo,Mee Goreng,Pack,Singapore,4.0,,1883.0
1882.0,Myojo,La Ramen Spicy Lobster Hot Pot Flavour Big Bowl,Bowl,Singapore,4.75,,1882.0
1881.0,Myojo,Chicken Abalone Flavour,Pack,Singapore,3.5,,1881.0
1880.0,Myojo,Thai Tom Yam Flavour,Bowl,Singapore,3.75,,1880.0
1879.0,Myojo,Chicken Tanmen Flavour,Pack,Singapore,3.5,,1879.0
1878.0,Myojo,Extra Spicy Singapore Curry Big Bowl,Bowl,Singapore,5.0,,1878.0
1877.0,Myojo,La Ramen Spicy Mushroom Flavour,Pack,Singapore,4.5,,1877.0
1876.0,Myojo,Chicken Flavour,Pack,Singapore,3.75,,1876.0
1875.0,Sapporo Ichiban,Tonkotsu Ramen Artificially Flavored Tonkotsu White Chicken Broth,Pack,United States,5.0,,1875.0
1874.0,Ibumie,Always Mi Goreng Perisa Thai Tom Yam,Pack,Malaysia,2.5,,1874.0
1873.0,Vedan,Wei Wei A Instant Noodles Chicken Flavor,Bowl,Taiwan,0.0,,1873.0
1872.0,Itsuki,Hakata Ossyoi,Pack,Japan,5.0,,1872.0
1871.0,Nissin,Cup Noodles Minced Pork Flavour,Cup,Thailand,3.75,,1871.0
1870.0,Asia Gold,Instant Noodles With Beef Flavouring,Pack,Hungary,2.75,,1870.0
1869.0,Nissin,Soba Fried Noodles Chili,Pack,Germany,3.5,,1869.0
1868.0,Marutai,Kuromayu Tonkotsu Kumamoto Ramen,Bowl,Japan,4.0,,1868.0
1867.0,Yum Yum,Premier Bowl Instant Noodles Stewed Pork Flavour,Bowl,Thailand,4.0,,1867.0
1866.0,Mykuali,Penang Spicy Prawn Soup Noodle,Pack,Malaysia,5.0,,1866.0
1865.0,Mama,Shrimp Tom Yum Flavour Cup Noodles,Cup,Myanmar,3.5,,1865.0
1864.0,Nissin,Raoh Ramen Noodle Soup Umami Tonkotsu Flavor,Pack,United States,5.0,,1864.0
1863.0,Baijia,Broad Noodle Pickled Vegetable Artificial Beef Flavor,Pack,China,0.0,,1863.0
1862.0,Ibumie,Always Mi Goreng Perisa Asli,Pack,Malaysia,3.75,,1862.0
1861.0,Conimex,Oriental Noodles Groene Curry,Cup,Netherlands,0.5,,1861.0
1860.0,Nissin,Cupo Noodle Pasta Style Vongole,Cup,Japan,2.75,,1860.0
1859.0,Mama,Instant Noodles Chicken Green Curry Flavour,Pack,Cambodia,5.0,,1859.0
1858.0,Myojo,Wantan Men,Bowl,Japan,5.0,,1858.0
1857.0,Iburamen,Mi Goreng Bento Noodles In A Box Shallot Teriyaki Flavor,Tray,United States,3.25,,1857.0
1856.0,Indomie,Instant Cup Noodles Mi Goreng Fried Noodles,Cup,Indonesia,5.0,,1856.0
1855.0,Daraz,Negi Man Ramen,Pack,Japan,3.0,,1855.0
1854.0,Mama,Chinese Kitchen Chinese Style Instant Noodles,Pack,Myanmar,3.5,,1854.0
1853.0,Bonasia,Instant Noodles Shrimp Flavour,Pack,Hungary,3.5,,1853.0
1852.0,Myojo,Udon Japanese Style Precooked Noodles With Soup Hot  Spicy Flavor,Bowl,United States,3.25,,1852.0
1851.0,Fujiwara,Snow Crab Flavour Shio Ramen,Pack,Japan,3.5,,1851.0
1850.0,Nissin,Raoh Ramen Noodle Soup Umami Miso Flavor,Pack,United States,4.5,,1850.0
1849.0,Pama,Instant Rice Vermicelli Clear Soup Flavour,Pack,Malaysia,3.5,,1849.0
1848.0,Mykuali,Penang Red Tom Yum Goong Noodle New Version,Pack,Malaysia,5.0,,1848.0
1847.0,Conimex,Oriental Noodles Hot  Spicy,Pack,Netherlands,3.0,,1847.0
1846.0,Nissin,Chow Mein Savory Sauce And Restayrant Quality Noodles Roast Chicken Flavor,Tray,United States,4.5,,1846.0
1845.0,Mama,Oriental Style Instant Noodles Shrimp Flavour,Pack,Bangladesh,3.25,,1845.0
1844.0,Seven & I,Gold Sumire Ramen,Bowl,Japan,5.0,,1844.0
1843.0,Forest Noodles,Sunbaked Noodles With Sesame Sauce,Pack,Taiwan,4.5,,1843.0
1842.0,Forest Noodles,Purple Sweet Potato Noodles With Taiwanese Sauce,Pack,Taiwan,5.0,,1842.0
1841.0,Forest Noodles,Sunbaked Noodles With Spicy Sauce,Pack,Taiwan,4.0,,1841.0
1840.0,Forest Noodles,Sweet Potato Noodles With Sesame Paste Sauce,Pack,Taiwan,3.25,,1840.0
1839.0,Vit'S,Taste Of Malaysia Penang White Curry Ramen,Pack,Malaysia,5.0,,1839.0
1838.0,Vit'S,Taste Of Malaysia Penang Asam Laksa Fried Instant Noodle,Pack,Malaysia,4.5,,1838.0
1837.0,Vit'S,Taste Of Malaysia Penang Hokkien Mee Ramen,Pack,Malaysia,5.0,,1837.0
1836.0,Vit'S,Taste Of Malaysia Penang White Curry Fried Instant Noodle,Pack,Malaysia,5.0,,1836.0
1835.0,Vit'S,Taste Of Malaysia Penang Asam Laksa Ramen,Pack,Malaysia,5.0,,1835.0
1834.0,Vit'S,Taste Of Malaysia Penang Hokkien Mee Fried Instant Noodle,Pack,Malaysia,5.0,,1834.0
1833.0,Vit'S,Instant Noodles With Chicken Flavour,Pack,Malaysia,3.75,,1833.0
1832.0,Yum Yum,Instant Flat Shaped Noodles Boat Noodles Nam Tok Flavour,Pack,Thailand,3.5,,1832.0
1831.0,Kuriki,Plum Mayo Ramen,Pack,Japan,4.0,,1831.0
1830.0,Tseng Noodles,Sichuan Pepper Flavor,Pack,Taiwan,4.75,,1830.0
1829.0,Tseng Noodles,Hu Sesame Flavor,Pack,Taiwan,5.0,,1829.0
1828.0,Tseng Noodles,Scallion With Sichuan Pepper  Flavor,Pack,Taiwan,5.0,,1828.0
1827.0,Nongshim,Zha Wang Jjawang Noodles With Chajang Sauce,Pack,Korea South,5.0,,1827.0
1826.0,Mama,Instant Noodles Stewed Beef Flavour,Pack,Cambodia,3.5,,1826.0
1825.0,Sichuan Baijia,Broad Noodle Chilli Oil Flavor,Pack,China,4.5,,1825.0
1824.0,Nongshim,Soon Veggie Noodle Soup,Cup,United States,5.0,,1824.0
1823.0,Mykuali,Meekuali Spicy Fried Noodle,Pack,Malaysia,4.0,,1823.0
1822.0,Mi Sedaap,Mi Kuah Rasa Baso Spesial,Pack,Indonesia,3.5,,1822.0
1821.0,Myojo,Udon Japanese Style Precooked Noodles With Soup Beef Flavor,Bowl,United States,3.25,,1821.0
1820.0,Ten-In,Veggie King Buddha Jump Instant Noodles,Bowl,Taiwan,1.5,,1820.0
1819.0,Yum Yum,Premier Bowl Instant Noodles Suki Flavour,Bowl,Thailand,5.0,,1819.0
1818.0,Sugakiya Foods,Nara Tenri Shoyu Ramen,Bowl,Japan,4.5,,1818.0
1817.0,Hao Way,Penang Vegetarian Prawn Instant Bowl Noodles,Bowl,Malaysia,4.0,,1817.0
1816.0,Vifon,Asian Style Instant Noodles Artificial Beef Flavor,Bowl,Vietnam,3.25,,1816.0
1815.0,Nakaya Shouten,Hingya No Shio Ramen,Pack,Japan,4.0,,1815.0
1814.0,Koh Thai,Island Of Flavours Tom Yum Instant Noodles Soup,Pack,Netherlands,3.0,,1814.0
1813.0,Nissin,Soba Fried Noodles Curry,Pack,Germany,4.25,,1813.0
1812.0,Master Kong,Mushroom Instant Noodle,Bowl,China,4.25,,1812.0
1811.0,Conimex,Oriental Noodles Oosterse Groenten,Pack,Netherlands,3.5,,1811.0
1810.0,Mykuali,Penang White Curry Noodle New Version,Pack,Malaysia,5.0,,1810.0
1809.0,Marutai,Nagahama Hakata Tonkotsu Ramen,Bowl,Japan,4.75,,1809.0
1808.0,Mama,Vegetarian Instant Cup Noodle Tofu  Shiitake Flavour,Cup,Thailand,3.5,,1808.0
1807.0,Wai Wai,Tom Yum Goong Flavour Instant Noodle,Cup,Thailand,3.5,,1807.0
1806.0,Cintan,Mi Segera Mmm Perisa Goreng Ala Indonesia,Pack,Malaysia,3.5,,1806.0
1805.0,Mama,Oriental Style Instant Noodles Tandoori Flavour,Pack,Bangladesh,4.0,,1805.0
1804.0,Thai Chef,Oriental Style Instant Noodles Shrimp Creamy Tom Yum Flavour,Pack,Hungary,4.75,,1804.0
1803.0,Mama,Vegetarian Instant Noodles Tom Yum Flavour,Pack,Thailand,4.0,,1803.0
1802.0,Nissin,Cup Noodles Ramen Noodles Ramen Noodle Soup Beef Flavor New Package,Cup,United States,3.5,,1802.0
1801.0,Baijia,Spicy Artificial Fei Chang Instant Vermicelli New Recipe,Pack,China,3.75,,1801.0
1800.0,Crystal Noodle,Soup All Natural Hot  Sour,Cup,United States,0.25,,1800.0
1799.0,Thai Smile,Spring Onion Rice Noodle Soup Bowl,Bowl,United States,2.5,,1799.0
1798.0,Imee,Instant Noodles Vegetable Flavour,Pack,Netherlands,2.75,,1798.0
1797.0,Wai Wai,Instant Rice Vermicelli Crab Flavour,Pack,Thailand,3.5,,1797.0
1796.0,Fujiwara,Salty Taste Chanko Noodle,Pack,Japan,4.75,,1796.0
1795.0,Azami,Kimchee Flavour Noodle Soup,Pack,Canada,0.0,,1795.0
1794.0,Vit'S,Shallot Chicken Instant Noodles,Pack,Malaysia,3.0,,1794.0
1793.0,Cintan,Mi Segera Mmm Perisa Asam Laksa,Pack,Malaysia,3.5,,1793.0
1792.0,A1,Soup Spices Noodle Mee Rempahan Sup,Pack,Malaysia,3.5,,1792.0
1791.0,Vit'S,Tom Yam Instant Noodles,Pack,Malaysia,4.25,,1791.0
1790.0,Super,Kimchi,Cup,Malaysia,4.5,,1790.0
1789.0,Cintan,Mi Segera Mmm Perisa Ayam Cendawan,Pack,Malaysia,3.5,,1789.0
1788.0,Super,Curry Flavour Noodles,Cup,Malaysia,3.0,,1788.0
1787.0,Pama,Kua Teaw Segera,Pack,Malaysia,4.0,,1787.0
1786.0,Nissin,Chow Mein Premium Savory Sauce And Restaurant Quality Noodles Sriracha Flavor,Tray,United States,4.25,,1786.0
1785.0,Super,Instant Noodles Black Pepper Crab Mi Goreng,Cup,Malaysia,3.5,,1785.0
1784.0,Torishi,Hakata Tonkotsu Ramen,Pack,Japan,5.0,,1784.0
1783.0,Imee,Instant Noodles Creamy Tom Yum Shrimp Flavour,Pack,Netherlands,4.5,,1783.0
1782.0,Western Family,Beef Flavour Instant Noodles,Pack,Canada,0.0,,1782.0
1781.0,Mykuali,Penang Hokkien Prawn Soup Rice Vermicelli Bihun,Bowl,Malaysia,5.0,,1781.0
1780.0,Pulmuone,Nonfried Noodle Blackbean Sauce Noodle With Squid,Pack,Korea South,4.5,,1780.0
1779.0,Chering Chang,Instant Nonfried Noodles Tomato Flavour,Pack,Taiwan,3.25,,1779.0
1778.0,Jml,Spicy King Spicy Chicken,Pack,China,5.0,,1778.0
1777.0,Jml,Supereme Bowl Noodles With Stewed Egg Spicy Flavour,Bowl,China,3.5,,1777.0
1776.0,Jml,Spicy King Bowl Noodle Spicy Chicken,Bowl,China,5.0,,1776.0
1775.0,Jml,Spicy King Bowl Noodle Spicy Beef,Bowl,China,4.25,,1775.0
1774.0,Jml,Spicy King Spicy Pork,Pack,China,5.0,,1774.0
1773.0,Jml,Supreme Bowl Noodles With Stewed Egg Sour Beans With Pork Flavour,Bowl,China,4.0,,1773.0
1772.0,Jml,Spicy King Spicy Beef,Pack,China,5.0,,1772.0
1771.0,Jml,Supreme Bowl Noodles With Stewed Egg Braised Beef Flavour,Bowl,China,3.5,,1771.0
1770.0,Jml,Spicy King Bowl Noodle Spicy Pork,Bowl,China,4.5,,1770.0
1769.0,Mamee,Chef Lontong Flavour,Pack,Malaysia,5.0,,1769.0
1768.0,New Touch,Negi Miso No Ippin Ramen,Bowl,Japan,5.0,,1768.0
1767.0,Mama,Instant Noodles Shrimp Tom Yum Flavour,Pack,Cambodia,4.0,,1767.0
1766.0,Paldo,Bulnak Boeummyun King Noodle,Bowl,Korea South,3.5,,1766.0
1765.0,Nissin,Cup Noodles Ramen Noodles With Shrimp New Package,Cup,United States,3.5,,1765.0
1764.0,Pirkka,Nuudeli Tom Yum Katkarapu,Pack,Finland,3.75,,1764.0
1763.0,Ishimaru,Tuna Flavor Ramen,Pack,Japan,4.5,,1763.0
1762.0,Mom'S Dry Noodle,Sesame  Pepper,Pack,Taiwan,4.0,,1762.0
1761.0,Authentically Asian,Natural Quality Foods Pad Thai Noodle Bowl,Bowl,United States,1.0,,1761.0
1760.0,New Touch,Homestyle Tonjiru,Bowl,Japan,4.5,,1760.0
1758.0,Vit'S,Duck Instant Noodles,Pack,Malaysia,3.5,,1758.0
1757.0,Imee,Instant Noodles Beef Flavour,Pack,Netherlands,3.25,,1757.0
1756.0,A-Sha Dry Noodle,Veggie Noodle Carrot Noodle With Original Sauce,Pack,Taiwan,4.25,,1756.0
1755.0,Mama,Oriental Style Instant Noodles Hot  Spicy Flavour,Pack,Bangladesh,4.0,,1755.0
1754.0,Paldo,King Bowl Super Spicy Pan Stirfried Noodle,Bowl,Korea South,5.0,,1754.0
1753.0,Thai Smile,Garlic Rice Noodle Soup Bowl,Bowl,United States,3.5,,1753.0
1752.0,Kuriki,Mayo Ramen,Pack,Japan,4.75,,1752.0
1751.0,Mom'S Dry Noodle,Spicy  Sour Flavor,Pack,Taiwan,5.0,,1751.0
